Transaction_ID,BasketSize,TotalSpend,Cleansing,Hair Care,Lips,Make-up Eyes,Skin,Segment,PCA1,PCA2
151,5,1700,0.0,0.2,0.0,0.6,0.2,0,1.0263936626312269,1.4177800318841582
152,4,1651,0.25,0.0,0.0,0.75,0.0,0,0.15062317074765286,2.0991002353466564
153,3,1451,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0,-0.9547513570362339,2.332288952001958
154,5,2052,0.2,0.4,0.2,0.0,0.2,2,1.2611666587199908,-0.2162668419765139
155,5,1827,0.2,0.4,0.2,0.2,0.0,2,0.9658229989298827,0.8877294048626608
156,4,1853,0.25,0.0,0.5,0.0,0.25,1,-0.04456596414540344,-1.5454741501043427
157,3,1657,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0,-0.655519045874829,0.779867032847122
158,4,1478,0.25,0.0,0.0,0.75,0.0,0,-0.10966679996246617,2.121774259301927
159,4,1619,0.25,0.25,0.0,0.0,0.5,3,-0.05143078566294223,-0.7820395412362096
160,5,1238,0.0,0.2,0.4,0.4,0.0,0,0.018362324643636668,0.73286567939035
161,4,1650,0.0,0.25,0.25,0.5,0.0,0,-0.01936717209606719,1.411022891929882
162,5,1511,0.0,0.2,0.4,0.2,0.2,2,0.38592516705851776,-0.3774216261184953
163,5,1664,0.2,0.4,0.2,0.2,0.0,0,0.7205786912665912,0.9090927915950834
164,4,1270,0.5,0.0,0.0,0.5,0.0,3,-0.5226451675416953,1.5006944398464308
165,5,2383,0.2,0.2,0.4,0.0,0.2,2,1.617884123777722,-1.010382050903429
166,3,881,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1,-2.416705524953248,-0.9599032140521718
167,3,1032,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0,-1.585164638698314,2.3872046516392893
168,5,1167,0.2,0.0,0.2,0.4,0.2,2,0.003142979478875103,0.21823102005872347
169,3,857,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-2.2280334942151043,-1.2309586156637602
170,3,1193,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,3,-1.6505262845691688,0.5158488225237046
171,4,1565,0.25,0.0,0.0,0.25,0.5,3,-0.08672892836385246,-0.5758955578495872
172,4,2307,0.25,0.0,0.0,0.0,0.75,1,0.9756795712563686,-2.0162784764412773
173,3,1380,0.0,0.0,0.0,1.0,0.0,0,-0.9390463973301523,2.87243858930616
174,4,1290,0.0,0.0,0.75,0.0,0.25,1,-1.0141741324688804,-1.9608271392138161
175,5,2260,0.0,0.4,0.0,0.2,0.4,2,1.7890082842884953,0.11062420417298097
176,4,1542,0.25,0.0,0.75,0.0,0.0,1,-0.6810723014396423,-1.299062634263952
177,4,1934,0.0,0.25,0.25,0.25,0.25,2,0.3539499599794456,0.030667158144630495
178,3,1587,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.1297000917966828,-1.3266351329316646
179,3,1100,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,-1.61622556492017,1.5138375536029434
180,6,2053,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,2.0349878581550986,-0.4346308611636903
181,4,1950,0.0,0.0,0.0,0.75,0.25,0,0.6465373735986204,1.365119619417867
182,5,1854,0.0,0.2,0.4,0.4,0.0,2,0.9451751683282222,0.6521304264629129
183,4,1165,0.5,0.0,0.0,0.25,0.25,3,-0.7346043279877795,0.17132249402996674
184,5,2273,0.4,0.2,0.2,0.0,0.2,2,1.5504117012922798,-0.6046515496474479
185,3,1300,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1,-1.7141853920201624,-0.4157862052795146
186,4,1742,0.0,0.25,0.5,0.0,0.25,1,-0.1574926855119371,-1.0816515456232385
187,4,1481,0.25,0.0,0.25,0.0,0.5,1,-0.4356784129494961,-1.7023691436242148
188,4,1507,0.5,0.25,0.0,0.25,0.0,3,-0.2120113910838384,1.27056579528169
189,4,1289,0.25,0.0,0.25,0.25,0.25,1,-0.6705754449941943,-0.33407127228916456
190,4,1435,0.0,0.0,0.25,0.0,0.75,1,-0.458839585214084,-2.3911327753647473
191,5,2665,0.0,0.2,0.6,0.2,0.0,2,1.9873257094321155,-0.3641486030673009
192,4,1945,0.25,0.25,0.0,0.0,0.5,3,0.43905782966364054,-0.8247663147010545
193,5,2238,0.2,0.2,0.0,0.2,0.4,2,1.7126437148228713,-0.24591201898274653
194,5,1938,0.2,0.6,0.2,0.0,0.0,0,1.0960711085481025,0.7139280977824536
195,4,1222,0.0,0.5,0.5,0.0,0.0,0,-0.9318359032445429,0.1305686842379831
196,5,2612,0.4,0.0,0.2,0.2,0.2,2,2.0972184287813063,-0.4898289175954009
197,4,2154,0.0,0.5,0.25,0.0,0.25,0,0.6390061092576955,-0.19723340314126864
198,5,1890,0.0,0.4,0.4,0.2,0.0,2,0.9625808050952346,0.48815889855406547
199,4,1976,0.25,0.5,0.0,0.0,0.25,0,0.4937306458112406,0.3152378041812419
200,4,1976,0.25,0.0,0.5,0.0,0.25,1,0.14049569133057715,-1.5615949879453732
201,3,832,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0,-1.8969201672365938,2.0798067441972514
202,4,1550,0.0,0.25,0.5,0.0,0.25,1,-0.44636941601102875,-1.0564873109445567
203,4,1706,0.25,0.0,0.5,0.25,0.0,1,-0.21175751247937696,-0.1830741462721087
204,4,1743,0.5,0.0,0.0,0.25,0.25,3,0.135034996118861,0.09556766254935205
205,3,1353,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,3,-1.3183854887096802,-0.6437770689092664
206,4,1873,0.5,0.0,0.0,0.0,0.5,3,0.27664891727322743,-1.2646042580040404
207,5,1734,0.2,0.4,0.0,0.2,0.2,2,0.9607673058247032,0.7353977724672931
208,5,1614,0.2,0.0,0.4,0.0,0.4,1,0.45444762691472523,-1.8248477238849177
209,3,1334,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,-1.4382485156104183,-0.6944433027836214
210,5,2300,0.0,0.0,0.2,0.6,0.2,2,1.7878394636486232,0.5884086816626318
211,5,1666,0.2,0.0,0.2,0.2,0.4,2,0.7107378067520621,-0.9216766866864866
212,3,1169,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1,-1.8500189942643257,-0.13319480114921486
213,3,1202,0.0,0.0,0.0,1.0,0.0,0,-1.206859199563685,2.8957679318728546
214,5,2019,0.2,0.4,0.4,0.0,0.0,2,1.0766469974351416,-0.04742118057326138
215,5,1795,0.2,0.2,0.6,0.0,0.0,2,0.5983301633939359,-0.768796023632112
216,5,2272,0.2,0.4,0.2,0.0,0.2,2,1.5921712457502,-0.24510086087917
217,5,2018,0.4,0.0,0.2,0.4,0.0,2,1.2466898025632562,0.6625298427668653
218,3,1512,0.0,0.0,0.0,1.0,0.0,0,-0.7404436451120266,2.8551381779645664
219,4,1395,0.0,0.5,0.0,0.5,0.0,0,-0.2264141025498417,2.3828605371758136
220,3,1154,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.7811773017243218,-1.269884541182346
221,4,1607,0.0,0.25,0.25,0.25,0.25,0,-0.13804322165181987,0.07352499533176025
222,5,2100,0.2,0.4,0.2,0.0,0.2,2,1.3333858413447637,-0.2225579006461843
223,6,1899,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,2,1.7936999393135717,-0.1415089160257198
224,4,973,0.0,0.0,0.25,0.5,0.25,0,-1.0459898210687362,0.35568593764356676
225,3,1158,0.0,0.0,0.0,1.0,0.0,0,-1.2730601169697269,2.9015347356533856
226,5,2059,0.0,0.4,0.0,0.0,0.6,2,1.443406698283744,-0.9375388969728685
227,3,1087,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.8819832441380673,-1.2611032717892643
228,5,1582,0.2,0.6,0.0,0.0,0.2,0,0.6953144773113548,0.5960662243479882
229,4,1468,0.0,0.75,0.0,0.0,0.25,0,-0.21650889851435243,0.831092706409412
230,4,1313,0.0,0.25,0.5,0.25,0.0,0,-0.7489719317664516,0.3177084278933093
231,4,1785,0.0,0.0,0.5,0.0,0.5,1,-0.10082759511301224,-2.23135437995461
232,3,1160,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,-1.7000430526252202,-0.6716382151060661
233,5,1784,0.2,0.4,0.2,0.0,0.2,2,0.8579428890650088,-0.1811417644041874
234,4,2379,0.25,0.25,0.5,0.0,0.0,2,0.7548671728201675,-0.47034657375302247
235,5,2241,0.2,0.2,0.4,0.0,0.2,2,1.4042357085127688,-0.9917710023389872
236,4,1725,0.5,0.25,0.0,0.0,0.25,3,0.06200436488261178,-0.10113973283276469
237,5,1520,0.4,0.0,0.2,0.4,0.0,2,0.497415782831237,0.727799576464696
238,3,1327,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,3,-1.4489143997416778,0.49828628373754125
239,4,1184,0.25,0.25,0.25,0.25,0.0,0,-0.8205236462834509,0.8237575128238647
240,4,2326,0.0,0.5,0.25,0.0,0.25,2,0.8977915136631319,-0.21977636337425432
241,4,1842,0.0,0.25,0.5,0.0,0.25,1,-0.007036055043660158,-1.0947579178517186
242,5,1638,0.2,0.2,0.2,0.0,0.4,2,0.6318512000193771,-1.0772601363691068
243,4,1442,0.25,0.0,0.0,0.5,0.25,0,-0.2178108853854395,0.7833589166478114
244,4,1520,0.25,0.25,0.0,0.25,0.25,0,-0.14640315137214285,0.574069403926354
245,5,2135,0.4,0.0,0.0,0.0,0.6,2,1.4712255159144285,-1.6663389899584997
246,4,1139,0.5,0.0,0.0,0.5,0.0,3,-0.7197433534551382,1.5178637874657397
247,6,2571,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,2,2.998783906277803,0.5553164438621443
248,3,1031,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,3,-1.8028558388175318,-0.6015745503335607
249,4,1066,0.25,0.25,0.25,0.25,0.0,0,-0.9980624702360177,0.8392230320534712
250,3,1032,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.9647343908956196,-1.2538947670636003
251,5,1646,0.0,0.2,0.4,0.2,0.2,2,0.5890416181906917,-0.3951152286269433
252,4,1767,0.0,0.0,0.25,0.0,0.75,1,0.04067642794059539,-2.4346459311633013
253,4,1369,0.5,0.0,0.25,0.0,0.25,3,-0.6502387168247858,-0.9928974437626831
254,4,1788,0.25,0.0,0.25,0.25,0.25,1,0.08020314104250764,-0.39947206970928006
255,5,2626,0.0,0.6,0.0,0.0,0.4,2,2.3029208016008207,-0.09659835208985057
256,3,859,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0,-1.8562968770101593,2.0762680236955617
257,5,1973,0.2,0.2,0.0,0.4,0.2,2,1.3571174028454525,0.8633267767478203
258,4,1272,0.0,0.5,0.0,0.25,0.25,0,-0.46545545648021575,1.0558477383604759
259,5,1895,0.4,0.2,0.2,0.0,0.2,2,0.9816856381221931,-0.5551094626237933
260,4,1797,0.25,0.25,0.0,0.25,0.25,2,0.27036171502498424,0.5377647528534643
261,3,1098,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1,-1.8040345111187972,-2.1889350566885755
262,5,1746,0.2,0.0,0.6,0.0,0.2,2,0.5181814059025329,-1.677627576658657
263,6,2208,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,2,2.401634030320452,-0.18639704342943958
264,3,1171,0.0,0.0,0.0,1.0,0.0,0,-1.2535007550088508,2.8998309072636834
265,3,1474,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.2997160842258357,-1.311824932313482
266,5,2110,0.0,0.6,0.0,0.4,0.0,0,1.6129321059115422,2.1200443472592956
267,5,2171,0.0,0.4,0.2,0.2,0.2,2,1.520232909941411,0.28680943402418246
268,5,1814,0.4,0.0,0.2,0.2,0.2,2,0.8965745176444563,-0.3852400672121301
269,3,1446,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0,-1.0342471198321723,0.5420994217382242
270,5,2364,0.6,0.2,0.0,0.2,0.0,2,1.8285408648115893,0.8492420527543827
271,5,2081,0.0,0.0,0.2,0.6,0.2,2,1.4583394429230967,0.6171116368430032
